"Tabela 3419 - Índices de volume e de receita nominal de vendas no comércio varejista ampliado, por tipos de índice e atividades (2014 = 100)"
"Variável - Índice de volume de vendas no comércio varejista ampliado (Número-índice)"
"Brasil e Unidade da Federação","Mês","Atividades x Tipos de índice"
"Brasil e Unidade da Federação","Mês","Combustíveis e lubrificantes","Hipermercados, supermercados, produtos alimentícios, bebidas e fumo","Hipermercados e supermercados","Tecidos, vestuário e calçados","Móveis e eletrodomésticos","Móveis","Eletrodomésticos","Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos","Livros, jornais, revistas e papelaria","Equipamentos e materiais para escritório, informática e comunicação","Outros artigos de uso pessoal e doméstico","Veículos, motocicletas, partes e peças","Material de construção"
"Brasil e Unidade da Federação","Mês","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)"
"Distrito Federal","julho 2008","74.2","89.0","90.2","118.9","67.0","-","-","68.2","78.6","59.2","81.4","93.5","92.6"
"Distrito Federal","agosto 2008","77.5","91.6","92.7","108.4","65.9","-","-","72.0","89.9","71.5","77.3","91.1","85.9"
"Distrito Federal","setembro 2008","70.6","90.2","91.1","97.5","65.4","-","-","70.6","92.1","139.5","71.9","91.0","84.2"
"Distrito Federal","outubro 2008","72.7","95.5","96.8","102.1","64.1","-","-","75.8","88.1","80.1","88.9","81.3","87.2"
"Distrito Federal","novembro 2008","74.0","95.3","96.5","103.9","60.6","-","-","69.5","89.7","175.9","86.5","67.7","77.7"
"Distrito Federal","dezembro 2008","75.8","113.3","115.0","194.8","84.2","-","-","83.8","123.7","168.9","136.8","83.2","69.3"
"Distrito Federal","janeiro 2009","66.1","92.4","93.6","91.9","68.6","-","-","59.0","180.4","75.8","71.1","82.2","72.2"
"Distrito Federal","fevereiro 2009","65.2","87.6","88.6","79.6","52.6","-","-","54.9","129.9","144.6","64.5","86.7","64.1"
"Distrito Federal","março 2009","74.9","91.7","92.7","91.9","58.8","-","-","65.6","138.8","88.9","76.6","103.6","72.6"
"Distrito Federal","abril 2009","71.6","97.4","98.5","94.5","53.5","-","-","61.6","113.9","127.7","75.8","77.9","68.8"
"Distrito Federal","maio 2009","74.9","91.4","92.2","116.0","62.4","-","-","64.7","112.5","144.6","88.2","91.1","73.8"
"Distrito Federal","junho 2009","72.1","89.3","90.2","111.7","58.9","-","-","59.7","114.0","77.4","77.5","112.9","75.6"
"Distrito Federal","julho 2009","72.5","93.8","94.7","118.8","64.7","-","-","93.1","97.1","60.8","82.6","92.6","80.4"
"Distrito Federal","agosto 2009","75.3","94.5","95.4","111.8","64.5","-","-","66.8","102.9","87.1","80.9","96.1","83.5"
"Distrito Federal","setembro 2009","75.0","92.2","92.9","93.1","63.9","-","-","65.1","90.7","124.7","80.2","119.9","83.0"
"Distrito Federal","outubro 2009","79.5","98.3","99.0","103.8","68.8","-","-","104.7","91.9","52.0","94.6","94.0","84.4"
"Distrito Federal","novembro 2009","75.6","96.5","97.6","107.1","67.2","-","-","64.4","87.7","204.7","86.3","79.1","81.2"
"Distrito Federal","dezembro 2009","78.7","115.1","116.6","214.0","92.4","-","-","81.2","128.6","254.3","165.2","90.2","75.8"
"Distrito Federal","janeiro 2010","66.8","97.3","98.4","92.2","79.9","-","-","57.5","182.9","88.0","74.1","85.7","79.3"
"Distrito Federal","fevereiro 2010","67.7","92.1","92.7","85.8","63.9","-","-","57.4","141.0","116.4","69.4","76.7","81.2"
"Distrito Federal","março 2010","80.7","103.7","104.6","101.1","74.5","-","-","70.7","131.4","124.4","90.6","127.4","91.1"
"Distrito Federal","abril 2010","75.4","99.0","99.7","102.8","65.9","-","-","64.9","108.7","72.0","84.0","81.1","80.8"
"Distrito Federal","maio 2010","81.7","100.1","100.7","108.6","79.1","-","-","70.9","115.7","104.9","83.2","83.0","87.0"
"Distrito Federal","junho 2010","76.9","98.0","98.5","112.9","71.5","-","-","67.3","98.4","102.7","83.7","88.6","80.5"
"Distrito Federal","julho 2010","77.8","100.5","101.2","125.9","75.7","-","-","96.1","110.5","95.1","90.0","104.0","92.2"
"Distrito Federal","agosto 2010","82.7","98.8","99.2","114.7","76.2","-","-","73.5","116.8","97.4","84.7","106.8","94.2"
"Distrito Federal","setembro 2010","81.8","95.9","96.5","97.7","78.1","-","-","68.6","99.8","88.0","76.2","104.9","92.5"
"Distrito Federal","outubro 2010","84.5","100.5","101.0","104.9","87.1","-","-","71.6","103.4","56.4","95.2","105.3","93.7"
"Distrito Federal","novembro 2010","81.1","94.6","95.1","110.8","90.6","-","-","71.0","113.8","233.1","90.9","112.8","94.0"
"Distrito Federal","dezembro 2010","84.8","118.2","119.4","216.8","114.7","-","-","89.4","169.0","315.4","162.8","115.3","91.4"
"Distrito Federal","janeiro 2011","75.9","95.3","96.0","100.9","97.8","131.9","93.3","63.1","187.8","105.6","75.7","90.6","88.9"
"Distrito Federal","fevereiro 2011","77.6","92.1","92.7","93.2","82.2","104.0","78.1","64.2","142.2","112.4","72.2","98.1","89.3"
"Distrito Federal","março 2011","80.6","98.0","98.8","93.5","86.4","112.4","83.5","71.5","102.2","98.6","77.1","97.4","92.5"
"Distrito Federal","abril 2011","81.8","100.2","101.3","94.3","88.8","112.0","81.0","69.3","95.2","79.9","94.3","93.5","86.9"
"Distrito Federal","maio 2011","84.9","94.1","94.7","112.6","97.6","115.9","86.6","76.7","98.9","101.8","85.9","97.7","95.2"
"Distrito Federal","junho 2011","84.4","92.0","92.8","116.6","86.1","104.8","77.6","72.8","86.0","100.4","86.2","91.6","92.9"
"Distrito Federal","julho 2011","84.8","97.4","98.0","113.8","88.2","120.0","78.2","101.4","103.0","93.4","86.8","96.4","99.2"
"Distrito Federal","agosto 2011","89.7","97.6","98.1","106.3","87.4","116.3","77.5","78.5","119.5","118.5","84.0","97.0","102.6"
"Distrito Federal","setembro 2011","87.4","94.1","94.6","89.4","85.9","102.5","78.2","75.5","84.1","94.0","77.9","98.6","102.4"
"Distrito Federal","outubro 2011","88.1","99.3","99.9","98.2","96.4","107.7","90.2","73.3","94.1","58.3","96.9","97.0","98.9"
"Distrito Federal","novembro 2011","85.3","101.3","101.9","100.1","98.7","114.3","91.9","65.3","101.5","272.5","86.1","101.7","97.0"
"Distrito Federal","dezembro 2011","89.7","123.5","124.7","194.2","126.7","139.0","119.2","82.3","175.9","336.4","157.5","103.2","91.2"
"Distrito Federal","janeiro 2012","78.8","92.7","93.6","99.9","110.6","121.7","105.9","68.4","222.7","116.4","71.7","98.7","89.2"
"Distrito Federal","fevereiro 2012","82.7","96.8","97.6","81.2","92.4","104.9","87.3","72.3","129.9","100.2","68.0","84.3","88.6"
"Distrito Federal","março 2012","91.0","108.5","109.5","98.1","106.2","111.0","103.5","85.6","118.2","122.1","82.2","104.4","98.7"
"Distrito Federal","abril 2012","88.9","103.6","104.3","85.9","95.6","101.7","92.5","81.2","87.6","92.5","82.8","87.3","91.9"
"Distrito Federal","maio 2012","88.0","100.1","100.2","110.4","99.0","103.7","96.3","89.6","92.3","84.3","87.8","104.4","91.7"
"Distrito Federal","junho 2012","85.6","99.6","100.1","107.1","95.3","97.6","93.1","89.1","85.3","81.7","81.9","126.6","90.6"
"Distrito Federal","julho 2012","84.5","102.0","102.3","103.6","100.4","105.8","97.4","87.2","95.4","88.3","82.2","119.8","94.7"
"Distrito Federal","agosto 2012","87.9","103.5","104.0","104.1","104.6","116.1","100.2","93.6","101.3","120.7","96.5","146.6","97.1"
"Distrito Federal","setembro 2012","88.1","101.1","101.4","89.4","94.1","102.8","90.9","85.7","84.9","91.1","78.1","85.9","93.0"
"Distrito Federal","outubro 2012","90.3","101.9","101.9","93.6","101.0","110.7","97.1","88.8","97.2","99.5","94.2","122.2","104.6"
"Distrito Federal","novembro 2012","85.1","103.3","103.6","105.9","100.4","103.9","98.2","86.8","109.6","83.8","90.2","108.3","97.6"
"Distrito Federal","dezembro 2012","91.2","124.2","125.0","186.5","124.5","124.2","123.3","101.4","179.1","162.5","154.7","122.3","86.9"
"Distrito Federal","janeiro 2013","82.6","96.7","96.9","95.1","112.0","113.8","110.0","83.4","252.1","77.5","76.2","101.4","91.0"
"Distrito Federal","fevereiro 2013","78.8","93.6","93.9","74.8","91.2","89.5","90.4","80.1","121.0","80.1","68.6","85.3","85.2"
"Distrito Federal","março 2013","91.6","108.4","109.0","93.6","104.3","95.4","105.7","91.6","102.0","82.8","99.1","102.2","94.1"
"Distrito Federal","abril 2013","92.9","94.8","95.1","94.4","101.1","95.3","101.8","99.9","89.7","87.4","78.2","102.4","100.7"
"Distrito Federal","maio 2013","93.5","98.3","98.2","100.0","108.4","90.9","113.9","97.4","84.0","98.1","89.2","101.2","102.2"
"Distrito Federal","junho 2013","92.1","95.9","95.8","104.8","101.2","80.6","107.7","97.3","77.6","87.0","87.1","92.8","96.1"
"Distrito Federal","julho 2013","93.7","98.9","98.8","113.8","106.4","99.4","108.7","102.4","87.7","98.1","87.5","107.2","114.3"
"Distrito Federal","agosto 2013","98.8","103.5","103.7","109.4","113.4","101.8","117.1","104.2","86.9","84.6","88.6","104.8","108.1"
"Distrito Federal","setembro 2013","96.4","100.3","100.3","88.2","96.2","84.6","99.9","94.5","79.8","81.1","83.7","97.8","105.3"
"Distrito Federal","outubro 2013","103.2","103.1","102.7","93.2","105.9","91.5","110.3","99.3","81.6","88.3","98.6","110.6","110.7"
"Distrito Federal","novembro 2013","99.8","104.6","104.8","107.7","117.0","93.0","124.6","96.0","97.9","78.3","96.1","105.1","106.6"
"Distrito Federal","dezembro 2013","99.5","120.4","121.1","193.0","132.3","111.6","138.9","110.5","172.3","174.8","163.7","107.0","93.6"
"Distrito Federal","janeiro 2014","93.3","97.3","97.3","94.3","110.7","98.8","114.5","95.7","246.4","77.3","82.6","124.3","105.1"
"Distrito Federal","fevereiro 2014","93.1","94.3","94.3","80.6","106.0","96.8","108.9","91.1","116.3","110.5","79.7","95.3","99.3"
"Distrito Federal","março 2014","98.0","101.7","101.9","84.3","103.6","87.9","108.5","97.4","87.1","76.9","81.5","92.7","97.2"
"Distrito Federal","abril 2014","97.1","99.9","100.0","84.2","104.9","88.4","110.2","96.9","74.6","90.1","100.0","98.6","94.8"
"Distrito Federal","maio 2014","100.3","98.4","98.3","101.3","118.8","116.1","119.7","108.5","78.4","81.2","96.2","100.8","105.1"
"Distrito Federal","junho 2014","91.9","95.7","95.6","97.5","98.0","94.4","99.2","99.8","64.2","82.6","100.3","88.1","92.1"
"Distrito Federal","julho 2014","97.1","97.0","96.9","103.3","92.7","97.9","90.9","101.2","77.0","89.1","97.1","95.7","100.0"
"Distrito Federal","agosto 2014","106.4","101.4","101.4","104.2","90.3","101.2","86.8","105.8","77.5","95.1","95.1","99.4","100.2"
"Distrito Federal","setembro 2014","105.6","97.1","96.9","86.7","82.5","93.4","79.1","99.4","65.7","99.5","89.8","97.8","106.1"
"Distrito Federal","outubro 2014","109.4","101.1","100.9","89.9","88.8","99.8","85.2","100.7","75.0","93.4","103.5","98.4","108.9"
"Distrito Federal","novembro 2014","102.9","101.5","101.6","100.1","98.4","109.9","94.8","95.0","86.8","89.8","108.9","100.4","101.2"
"Distrito Federal","dezembro 2014","105.0","114.6","115.0","173.5","105.4","115.4","102.2","108.4","150.9","214.5","165.3","108.5","90.0"
"Distrito Federal","janeiro 2015","98.2","93.7","94.1","90.5","96.6","101.5","95.1","92.1","200.0","121.1","88.0","93.1","90.5"
"Distrito Federal","fevereiro 2015","88.6","89.2","89.2","67.8","75.4","87.0","71.7","84.6","107.8","101.9","83.8","77.3","80.7"
"Distrito Federal","março 2015","105.0","96.2","96.1","85.5","84.8","97.8","80.7","99.3","78.3","96.1","103.6","85.4","90.2"
"Distrito Federal","abril 2015","102.5","96.6","96.1","78.7","74.6","86.7","70.8","95.6","64.4","142.6","101.0","74.7","85.2"
"Distrito Federal","maio 2015","104.4","93.1","92.5","98.1","82.9","88.6","81.0","100.0","68.6","85.9","103.5","78.8","86.8"
"Distrito Federal","junho 2015","99.8","88.9","88.3","98.7","69.7","87.8","64.0","98.7","59.2","91.7","97.6","80.5","89.8"
"Distrito Federal","julho 2015","102.6","91.8","91.1","98.2","71.0","90.1","65.0","101.7","66.9","116.9","102.3","79.1","97.3"
"Distrito Federal","agosto 2015","103.1","92.4","91.8","89.9","68.7","84.8","63.7","102.4","63.1","85.0","100.4","73.9","94.0"
"Distrito Federal","setembro 2015","103.7","88.1","87.2","74.1","65.5","75.4","62.3","94.8","54.1","77.1","87.7","68.3","91.2"
"Distrito Federal","outubro 2015","107.9","92.8","91.8","81.4","74.9","79.9","73.3","100.2","59.2","80.0","106.2","66.0","92.4"
"Distrito Federal","novembro 2015","99.0","88.0","87.4","92.3","90.7","91.9","90.3","93.4","79.5","114.7","116.8","63.7","89.9"
"Distrito Federal","dezembro 2015","104.8","102.3","101.6","160.1","92.8","77.0","97.7","107.3","123.2","88.1","165.0","66.6","79.8"
"Distrito Federal","janeiro 2016","89.2","80.5","80.4","85.1","74.5","119.2","60.5","86.0","164.6","83.9","86.4","66.2","82.2"
"Distrito Federal","fevereiro 2016","90.0","78.9","78.2","62.4","69.6","59.6","72.7","84.8","75.0","114.1","77.8","61.7","81.0"
"Distrito Federal","março 2016","98.3","85.2","84.4","74.7","74.5","60.8","78.8","95.8","56.5","76.0","102.0","64.2","81.8"
"Distrito Federal","abril 2016","93.3","77.1","76.0","76.7","66.4","54.4","70.1","89.8","51.6","74.8","88.1","61.3","77.7"
"Distrito Federal","maio 2016","95.7","74.9","73.7","85.4","70.1","57.3","74.2","93.6","48.0","98.7","91.2","58.9","79.2"
"Distrito Federal","junho 2016","94.3","74.0","72.6","94.5","63.5","53.4","66.7","89.6","49.1","102.1","92.1","62.6","82.2"
"Distrito Federal","julho 2016","98.6","76.9","75.9","91.9","66.3","59.0","68.6","88.4","53.1","90.8","96.6","61.4","84.7"
"Distrito Federal","agosto 2016","99.8","76.2","74.9","81.5","65.5","56.3","68.3","88.7","51.8","91.9","90.8","61.5","87.2"
"Distrito Federal","setembro 2016","97.9","75.4","74.0","72.9","59.8","61.6","59.2","84.3","44.1","101.4","84.8","60.3","83.6"
"Distrito Federal","outubro 2016","103.2","78.9","77.7","78.4","68.2","66.5","68.7","85.1","49.7","111.7","102.0","57.0","84.4"
"Distrito Federal","novembro 2016","98.5","80.4","79.9","89.6","86.6","69.0","92.1","84.7","71.4","114.3","112.0","60.6","89.0"
"Distrito Federal","dezembro 2016","107.5","90.6","89.6","151.3","81.6","82.5","81.2","99.8","102.9","108.8","162.5","60.7","87.4"
"Distrito Federal","janeiro 2017","84.9","61.7","58.4","80.4","75.9","102.5","69.7","82.8","142.2","83.7","87.2","68.5","102.4"
"Distrito Federal","fevereiro 2017","81.3","63.0","59.9","66.9","62.7","71.7","62.4","78.1","76.2","150.3","78.2","57.8","89.7"
"Distrito Federal","março 2017","94.1","66.2","62.2","72.8","79.3","89.9","78.5","93.7","60.9","121.1","87.3","72.1","109.8"
"Distrito Federal","abril 2017","78.4","68.4","64.8","72.8","67.9","77.0","67.4","86.0","52.8","106.8","96.6","72.3","93.3"
"Distrito Federal","maio 2017","86.6","68.6","64.3","89.2","74.1","74.6","75.0","95.1","48.6","124.3","93.2","88.7","99.6"
"Distrito Federal","junho 2017","86.7","70.0","65.6","98.2","70.1","76.9","70.2","89.3","43.6","64.0","97.2","89.4","104.7"
"Distrito Federal","julho 2017","87.1","69.6","65.5","93.5","73.5","89.1","71.4","89.8","47.4","60.5","98.8","71.7","107.3"
"Distrito Federal","agosto 2017","91.2","69.5","63.7","78.5","74.1","82.0","74.9","95.2","51.3","74.3","94.0","76.5","112.9"
"Distrito Federal","setembro 2017","86.0","72.8","67.2","68.5","68.9","84.8","66.9","92.2","38.5","64.6","90.8","70.6","108.6"
"Distrito Federal","outubro 2017","91.2","70.6","65.8","70.8","72.6","95.1","68.8","92.0","40.8","64.3","106.8","71.1","114.5"
"Distrito Federal","novembro 2017","93.8","74.2","69.5","79.8","88.2","98.3","88.5","89.4","51.4","69.6","120.2","70.1","109.7"
"Distrito Federal","dezembro 2017","94.1","76.9","72.7","141.4","93.5","135.1","84.4","97.3","67.4","198.5","169.5","66.7","96.2"
"Distrito Federal","janeiro 2018","82.2","60.0","54.9","81.7","80.5","107.8","74.8","86.5","96.7","98.7","91.1","80.1","102.3"
"Distrito Federal","fevereiro 2018","75.4","55.9","52.2","66.0","65.0","85.4","61.0","78.2","57.1","66.6","83.8","64.0","91.8"
"Distrito Federal","março 2018","102.2","68.6","65.7","77.7","76.7","98.1","73.4","94.4","45.2","109.0","107.9","75.8","97.4"
"Distrito Federal","abril 2018","90.6","63.6","59.7","81.0","66.4","76.8","65.8","93.0","37.7","62.3","97.5","71.1","95.9"
"Distrito Federal","maio 2018","90.3","67.6","63.7","87.8","68.7","72.9","70.1","96.9","35.5","44.7","101.3","67.2","100.7"
"Distrito Federal","junho 2018","74.2","66.2","62.5","98.3","68.7","76.2","69.6","93.9","34.3","121.7","99.0","68.6","101.6"
"Distrito Federal","julho 2018","79.2","65.9","61.2","92.4","65.9","83.0","63.5","94.9","31.7","80.2","99.3","70.0","107.9"
"Distrito Federal","agosto 2018","87.1","68.5","63.5","86.9","65.6","74.9","65.6","100.1","32.6","58.7","103.6","76.0","125.5"
"Distrito Federal","setembro 2018","78.7","67.9","63.8","76.4","63.2","77.4","61.5","91.8","25.9","93.1","97.5","67.6","108.4"
"Distrito Federal","outubro 2018","80.3","65.1","61.1","75.0","63.7","74.3","63.6","96.3","24.8","64.8","109.4","71.1","118.1"
"Distrito Federal","novembro 2018","81.2","71.2","67.8","89.9","83.1","80.1","87.3","98.6","32.9","61.3","160.6","70.9","116.8"
"Distrito Federal","dezembro 2018","83.1","78.3","74.5","151.6","75.3","86.9","75.0","107.2","50.2","86.0","186.6","68.5","105.8"
"Distrito Federal","janeiro 2019","76.8","56.6","52.5","78.8","73.1","100.6","67.3","95.8","80.5","102.9","106.1","79.5","117.1"
"Distrito Federal","fevereiro 2019","88.2","54.7","50.5","69.0","63.0","77.1","61.0","91.7","46.7","93.7","96.9","71.6","103.1"
"Distrito Federal","março 2019","100.6","59.5","55.5","71.0","66.5","75.2","65.5","103.2","31.7","84.7","108.7","70.8","105.1"
"Distrito Federal","abril 2019","96.1","57.7","54.4","70.6","62.9","72.8","62.0","99.3","27.9","42.8","120.6","72.5","108.5"
"Distrito Federal","maio 2019","101.1","58.5","54.4","82.8","66.3","69.2","67.7","109.5","27.3","46.8","113.6","78.9","116.6"
"Distrito Federal","junho 2019","94.8","57.9","53.3","97.9","57.9","65.5","57.9","105.4","23.9","72.7","116.1","73.6","106.6"
"Distrito Federal","julho 2019","96.8","57.9","53.7","94.1","61.7","80.5","58.4","108.8","26.8","48.8","118.0","81.0","120.4"
"Distrito Federal","agosto 2019","98.0","60.9","56.3","83.9","59.4","79.5","55.3","111.9","26.7","38.4","117.5","78.5","126.6"
"Distrito Federal","setembro 2019","95.8","60.5","56.1","75.3","59.7","72.1","58.1","108.2","21.9","45.3","110.3","76.8","119.3"
"Distrito Federal","outubro 2019","102.2","60.9","55.9","77.5","63.1","78.3","61.5","112.7","24.4","50.2","130.7","79.3","132.1"
"Distrito Federal","novembro 2019","98.3","64.7","60.3","86.6","79.5","94.8","77.9","113.7","27.3","48.9","152.9","70.9","127.9"
"Distrito Federal","dezembro 2019","99.6","67.5","63.3","143.2","86.5","117.0","81.0","116.7","45.5","85.3","202.3","75.6","112.9"
"Distrito Federal","janeiro 2020","93.1","55.5","51.4","77.7","70.5","92.8","66.5","102.7","51.1","58.4","120.8","89.0","114.0"
"Distrito Federal","fevereiro 2020","89.3","59.1","55.0","71.7","62.3","81.1","59.3","100.7","50.6","47.0","114.6","69.4","104.2"
"Distrito Federal","março 2020","84.1","68.4","63.8","39.9","49.6","68.0","45.8","124.9","19.7","28.0","86.1","49.1","104.5"
"Distrito Federal","abril 2020","67.8","65.7","62.3","3.2","36.9","47.7","35.9","89.6","6.8","15.5","53.8","37.7","88.1"
"Distrito Federal","maio 2020","65.5","63.5","59.3","19.3","63.2","76.9","62.7","96.2","7.6","23.2","64.0","54.1","114.3"
"Distrito Federal","junho 2020","66.1","59.3","55.4","52.2","83.8","92.4","84.7","104.3","11.1","33.0","94.2","60.5","126.1"
"Distrito Federal","julho 2020","75.3","59.2","54.2","57.7","115.5","98.1","124.6","119.0","17.3","33.8","97.2","68.0","149.3"
"Distrito Federal","agosto 2020","77.8","57.0","52.9","72.8","117.0","103.0","125.0","113.3","18.1","29.2","115.6","70.4","150.7"
"Distrito Federal","setembro 2020","79.1","53.4","49.3","60.6","111.8","113.7","115.1","113.4","15.7","50.9","121.7","67.9","151.3"
"Distrito Federal","outubro 2020","81.8","56.7","53.1","73.6","123.6","114.9","130.2","115.0","16.6","113.9","142.0","70.4","155.6"
"Distrito Federal","novembro 2020","77.0","55.1","52.5","83.1","120.8","127.4","121.9","120.4","16.2","32.5","167.5","75.6","138.0"
"Distrito Federal","dezembro 2020","76.1","60.0","56.0","137.2","111.6","133.4","108.2","131.4","24.6","34.6","200.5","74.5","129.7"
"Distrito Federal","janeiro 2021","66.1","47.4","43.7","66.2","94.9","95.7","97.1","115.8","41.1","27.7","124.5","66.8","125.5"
"Distrito Federal","fevereiro 2021","56.4","45.9","42.6","55.5","87.2","89.2","88.7","104.7","29.6","34.0","106.6","60.8","115.6"
"Distrito Federal","março 2021","57.1","53.6","50.1","14.7","72.5","51.1","79.6","128.9","15.2","22.9","74.2","67.2","137.7"
"Distrito Federal","abril 2021","59.3","47.7","43.8","53.4","98.1","89.6","102.8","118.2","16.9","27.6","113.4","60.4","129.3"
"Distrito Federal","maio 2021","63.4","50.8","46.3","79.0","99.4","96.7","102.4","126.7","17.5","27.1","129.4","69.6","140.5"
"Distrito Federal","junho 2021","63.3","48.7","43.3","85.9","94.2","89.0","97.8","122.9","16.2","27.8","127.8","72.1","142.7"
"Distrito Federal","julho 2021","64.4","49.8","44.9","82.3","90.8","94.9","91.5","128.3","16.6","31.1","146.4","76.6","142.5"
"Distrito Federal","agosto 2021","59.9","49.0","44.1","74.1","82.9","87.1","83.3","130.3","16.8","29.6","122.3","70.8","143.3"
"Fonte: IBGE - Pesquisa Mensal de Comércio"

""
"Legenda"
"Símbolo","Significado"
"-","Zero absoluto, não resultante de um cálculo ou arredondamento.
Ex: Em determinado município não existem pessoas de 14 anos de idade sem instrução."
"0","Zero resultante de um cálculo ou arredondamento.
Ex: A inflação do feijão em determinada Região Metropolitana foi 0.
Determinado município produziu 400 kg de sementes de girassol e os dados da tabela são expressos em toneladas."
